Date,Hour,Minute,count,ServerTime,RFStatus
2018-04-20,16,10,2,2018-04-20 16:10:00,RF
2018-04-20,16,13,3,2018-04-20 16:13:00,RF
2018-04-20,16,20,1,2018-04-20 16:20:00,RF
2018-04-20,16,24,4,2018-04-20 16:24:00,RF
2018-04-20,16,30,2,2018-04-20 16:30:00,RF
2018-04-20,16,32,3,2018-04-20 16:32:00,RF
2018-04-20,16,35,4,2018-04-20 16:35:00,RF
2018-04-20,16,41,2,2018-04-20 16:41:00,RF
2018-04-20,16,46,4,2018-04-20 16:46:00,RF
2018-04-20,16,51,2,2018-04-20 16:51:00,RF
2018-04-20,16,56,3,2018-04-20 16:56:00,RF
2018-04-20,17,1,1,2018-04-20 17:01:00,RF
2018-04-20,17,7,3,2018-04-20 17:07:00,RF
2018-04-20,17,11,3,2018-04-20 17:11:00,RF
2018-04-20,17,18,3,2018-04-20 17:18:00,RF
2018-04-20,17,22,2,2018-04-20 17:22:00,RF
2018-04-20,17,29,4,2018-04-20 17:29:00,RF
2018-04-20,17,32,2,2018-04-20 17:32:00,RF
2018-04-20,17,34,4,2018-04-20 17:34:00,RF
2018-04-20,17,40,3,2018-04-20 17:40:00,RF
2018-04-20,17,42,2,2018-04-20 17:42:00,RF
2018-04-20,17,51,3,2018-04-20 17:51:00,RF
2018-04-20,17,52,2,2018-04-20 17:52:00,RF
2018-04-20,18,2,5,2018-04-20 18:02:00,RF
2018-04-20,18,13,5,2018-04-20 18:13:00,RF
2018-04-20,18,23,2,2018-04-20 18:23:00,RF
2018-04-20,18,24,3,2018-04-20 18:24:00,RF
2018-04-20,18,33,2,2018-04-20 18:33:00,RF
2018-04-20,18,35,7,2018-04-20 18:35:00,RF
2018-04-20,18,43,3,2018-04-20 18:43:00,RF
2018-04-20,18,45,12,2018-04-20 18:45:00,RF
2018-04-20,18,46,10,2018-04-20 18:46:00,RF
2018-04-20,18,49,7,2018-04-20 18:49:00,RF
2018-04-20,18,54,1,2018-04-20 18:54:00,RF
2018-04-20,18,57,3,2018-04-20 18:57:00,RF
2018-04-20,18,58,6,2018-04-20 18:58:00,RF
2018-04-20,19,0,5,2018-04-20 19:00:00,RF
2018-04-20,19,3,15,2018-04-20 19:03:00,RF
2018-04-20,19,4,2,2018-04-20 19:04:00,RF
2018-04-20,19,5,6,2018-04-20 19:05:00,RF
2018-04-20,19,6,7,2018-04-20 19:06:00,RF
2018-04-20,19,8,3,2018-04-20 19:08:00,RF
2018-04-20,19,13,13,2018-04-20 19:13:00,RF
2018-04-20,19,14,15,2018-04-20 19:14:00,RF
2018-04-20,19,16,6,2018-04-20 19:16:00,RF
2018-04-20,19,17,8,2018-04-20 19:17:00,RF
2018-04-20,19,19,3,2018-04-20 19:19:00,RF
2018-04-20,19,25,2,2018-04-20 19:25:00,RF
2018-04-20,19,30,2,2018-04-20 19:30:00,RF
2018-04-20,19,35,2,2018-04-20 19:35:00,RF
2018-04-20,19,36,3,2018-04-20 19:36:00,RF
2018-04-20,19,40,4,2018-04-20 19:40:00,RF
2018-04-20,19,45,3,2018-04-20 19:45:00,RF
2018-04-20,19,51,3,2018-04-20 19:51:00,RF
2018-04-20,19,55,2,2018-04-20 19:55:00,RF
2018-04-20,20,2,3,2018-04-20 20:02:00,RF
2018-04-20,20,5,3,2018-04-20 20:05:00,RF
2018-04-20,20,13,4,2018-04-20 20:13:00,RF
2018-04-20,20,16,2,2018-04-20 20:16:00,RF
2018-04-20,20,24,3,2018-04-20 20:24:00,RF
2018-04-20,20,26,1,2018-04-20 20:26:00,RF
2018-04-20,20,35,3,2018-04-20 20:35:00,RF
2018-04-20,20,36,1,2018-04-20 20:36:00,RF
2018-04-20,20,37,4,2018-04-20 20:37:00,RF
2018-04-20,20,46,5,2018-04-20 20:46:00,RF
2018-04-20,20,57,5,2018-04-20 20:57:00,RF
2018-04-20,21,7,2,2018-04-20 21:07:00,RF
2018-04-20,21,8,3,2018-04-20 21:08:00,RF
2018-04-20,21,17,3,2018-04-20 21:17:00,RF
2018-04-20,21,19,3,2018-04-20 21:19:00,RF
2018-04-20,21,22,9,2018-04-20 21:22:00,RF
2018-04-20,21,27,1,2018-04-20 21:27:00,RF
2018-04-20,21,30,3,2018-04-20 21:30:00,RF
2018-04-20,21,38,5,2018-04-20 21:38:00,RF
2018-04-20,21,41,3,2018-04-20 21:41:00,RF
2018-04-20,21,48,1,2018-04-20 21:48:00,RF
2018-04-20,21,49,3,2018-04-20 21:49:00,RF
2018-04-20,21,52,3,2018-04-20 21:52:00,RF
2018-04-20,21,58,2,2018-04-20 21:58:00,RF
2018-04-20,22,3,3,2018-04-20 22:03:00,RF
2018-04-20,22,8,2,2018-04-20 22:08:00,RF
2018-04-20,22,14,3,2018-04-20 22:14:00,RF
2018-04-20,22,18,2,2018-04-20 22:18:00,RF
2018-04-20,22,25,3,2018-04-20 22:25:00,RF
2018-04-20,22,29,2,2018-04-20 22:29:00,RF
2018-04-20,22,36,3,2018-04-20 22:36:00,RF
2018-04-20,22,39,6,2018-04-20 22:39:00,RF
2018-04-20,22,47,4,2018-04-20 22:47:00,RF
2018-04-20,22,49,2,2018-04-20 22:49:00,RF
2018-04-20,22,58,3,2018-04-20 22:58:00,RF
2018-04-20,22,59,2,2018-04-20 22:59:00,RF
2018-04-20,23,9,3,2018-04-20 23:09:00,RF
2018-04-20,23,10,3,2018-04-20 23:10:00,RF
2018-04-20,23,19,3,2018-04-20 23:19:00,RF
2018-04-20,23,20,3,2018-04-20 23:20:00,RF
2018-04-20,23,30,6,2018-04-20 23:30:00,RF
2018-04-20,23,40,5,2018-04-20 23:40:00,RF
2018-04-20,23,41,3,2018-04-20 23:41:00,RF
2018-04-20,23,51,1,2018-04-20 23:51:00,RF
2018-04-20,23,52,4,2018-04-20 23:52:00,RF
2018-04-21,0,1,2,2018-04-21 00:01:00,RF
2018-04-21,0,3,3,2018-04-21 00:03:00,RF
2018-04-21,0,11,2,2018-04-21 00:11:00,RF
2018-04-21,0,14,4,2018-04-21 00:14:00,RF
2018-04-21,0,21,2,2018-04-21 00:21:00,RF
2018-04-21,0,23,3,2018-04-21 00:23:00,RF
2018-04-21,0,25,3,2018-04-21 00:25:00,RF
2018-04-21,0,31,1,2018-04-21 00:31:00,RF
2018-04-21,0,36,3,2018-04-21 00:36:00,RF
2018-04-21,0,41,4,2018-04-21 00:41:00,RF
2018-04-21,0,42,2,2018-04-21 00:42:00,RF
2018-04-21,0,47,3,2018-04-21 00:47:00,RF
2018-04-21,0,52,3,2018-04-21 00:52:00,RF
2018-04-21,0,58,3,2018-04-21 00:58:00,RF
2018-04-21,1,2,2,2018-04-21 01:02:00,RF
2018-04-21,1,9,3,2018-04-21 01:09:00,RF
2018-04-21,1,12,2,2018-04-21 01:12:00,RF
2018-04-21,1,20,3,2018-04-21 01:20:00,RF
2018-04-21,1,23,2,2018-04-21 01:23:00,RF
2018-04-21,1,31,3,2018-04-21 01:31:00,RF
2018-04-21,1,33,2,2018-04-21 01:33:00,RF
2018-04-21,1,42,6,2018-04-21 01:42:00,RF
2018-04-21,1,43,2,2018-04-21 01:43:00,RF
2018-04-21,1,53,5,2018-04-21 01:53:00,RF
2018-04-21,2,3,3,2018-04-21 02:03:00,RF
2018-04-21,2,4,3,2018-04-21 02:04:00,RF
2018-04-21,2,14,3,2018-04-21 02:14:00,RF
2018-04-21,2,15,3,2018-04-21 02:15:00,RF
2018-04-21,2,24,3,2018-04-21 02:24:00,RF
2018-04-21,2,26,3,2018-04-21 02:26:00,RF
2018-04-21,2,34,3,2018-04-21 02:34:00,RF
2018-04-21,2,37,3,2018-04-21 02:37:00,RF
2018-04-21,2,43,2,2018-04-21 02:43:00,RF
2018-04-21,2,44,3,2018-04-21 02:44:00,RF
2018-04-21,2,48,4,2018-04-21 02:48:00,RF
2018-04-21,2,55,3,2018-04-21 02:55:00,RF
2018-04-21,2,59,4,2018-04-21 02:59:00,RF
2018-04-21,3,5,2,2018-04-21 03:05:00,RF
2018-04-21,3,10,3,2018-04-21 03:10:00,RF
2018-04-21,3,15,2,2018-04-21 03:15:00,RF
2018-04-21,3,21,3,2018-04-21 03:21:00,RF
2018-04-21,3,25,2,2018-04-21 03:25:00,RF
2018-04-21,3,32,3,2018-04-21 03:32:00,RF
2018-04-21,3,35,2,2018-04-21 03:35:00,RF
2018-04-21,3,43,3,2018-04-21 03:43:00,RF
2018-04-21,3,45,4,2018-04-21 03:45:00,RF
2018-04-21,3,46,2,2018-04-21 03:46:00,RF
2018-04-21,3,54,4,2018-04-21 03:54:00,RF
2018-04-21,3,56,2,2018-04-21 03:56:00,RF
2018-04-21,4,5,4,2018-04-21 04:05:00,RF
2018-04-21,4,6,3,2018-04-21 04:06:00,RF
2018-04-21,4,16,7,2018-04-21 04:16:00,RF
2018-04-21,4,27,4,2018-04-21 04:27:00,RF
2018-04-21,4,37,4,2018-04-21 04:37:00,RF
2018-04-21,4,38,3,2018-04-21 04:38:00,RF
2018-04-21,4,46,3,2018-04-21 04:46:00,RF
2018-04-21,4,47,2,2018-04-21 04:47:00,RF
2018-04-21,4,49,3,2018-04-21 04:49:00,RF
2018-04-21,4,57,3,2018-04-21 04:57:00,RF
2018-04-21,4,59,3,2018-04-21 04:59:00,RF
2018-04-21,5,8,3,2018-04-21 05:08:00,RF
2018-04-21,5,10,3,2018-04-21 05:10:00,RF
2018-04-21,5,18,2,2018-04-21 05:18:00,RF
2018-04-21,5,21,4,2018-04-21 05:21:00,RF
2018-04-21,5,28,2,2018-04-21 05:28:00,RF
2018-04-21,5,32,3,2018-04-21 05:32:00,RF
2018-04-21,5,38,4,2018-04-21 05:38:00,RF
2018-04-21,5,43,4,2018-04-21 05:43:00,RF
2018-04-21,5,47,3,2018-04-21 05:47:00,RF
2018-04-21,5,48,2,2018-04-21 05:48:00,RF
2018-04-21,5,54,4,2018-04-21 05:54:00,RF
2018-04-21,5,59,3,2018-04-21 05:59:00,RF
2018-04-21,6,5,3,2018-04-21 06:05:00,RF
2018-04-21,6,9,2,2018-04-21 06:09:00,RF
2018-04-21,6,16,3,2018-04-21 06:16:00,RF
2018-04-21,6,19,2,2018-04-21 06:19:00,RF
2018-04-21,6,27,3,2018-04-21 06:27:00,RF
2018-04-21,6,29,3,2018-04-21 06:29:00,RF
2018-04-21,6,38,3,2018-04-21 06:38:00,RF
2018-04-21,6,40,3,2018-04-21 06:40:00,RF
2018-04-21,6,48,3,2018-04-21 06:48:00,RF
2018-04-21,6,49,4,2018-04-21 06:49:00,RF
2018-04-21,6,50,2,2018-04-21 06:50:00,RF
2018-04-21,7,0,6,2018-04-21 07:00:00,RF
2018-04-21,7,10,2,2018-04-21 07:10:00,RF
2018-04-21,7,11,3,2018-04-21 07:11:00,RF
2018-04-21,7,20,2,2018-04-21 07:20:00,RF
2018-04-21,7,22,3,2018-04-21 07:22:00,RF
2018-04-21,7,31,2,2018-04-21 07:31:00,RF
2018-04-21,7,33,3,2018-04-21 07:33:00,RF
2018-04-21,7,41,2,2018-04-21 07:41:00,RF
2018-04-21,7,44,3,2018-04-21 07:44:00,RF
